"V2","Length"
"RP11-144G7.2",964
"RP11-867G23.8",1540
"RP11-113D6.6",1027
"RP11-736K20.5",1218
"RP11-998D10.1",492
"RP11-234B24.2",1249
"RP11-687M24.4",593
"RP11-1H15.2",586
"RP11-63D14.1",510
"RP11-867O8.5",564
"RP11-672A2.6",831
"RP4-710M3.2",365
"RP11-315O6.2",494
"RP11-65M17.1",2067
"RP11-513D5.5",256
"RP11-1082L8.4",782
"LINC00681",504
"AC145124.2",1361
"RP11-618K13.2",409
"CARD18",940
"RP11-379J13.2",1100
"RP11-113K21.4",436
"RP11-203F8.1",583
"RP11-535A19.2",1526
"RP11-864I4.1",5197
"AP005135.2",714
"RP11-164N3.1",572
"CTD-3074O7.5",2057
"RP11-148O21.4",544
"RP11-390K5.3",332
"RP4-607I7.1",1214
"RP11-780O24.2",643
"NPIPB8",2338
"RP1-296L11.1",576
"NEDD8-MDP1",1051
"RP11-25I9.2",333
"POLR2M",6574
"AP000708.1",3423
"CTA-797E19.2",367
"RP4-683L5.1",518
"RP11-168K9.1",572
"RP11-617B3.2",547
"LY6G6E",1104
"RP11-810P12.5",788
"AP000857.3",419
"RP11-770G2.2",464
"CTC-497E21.5",467
"ZNF252P-AS1",3236
"FDXACB1",3551
"RP11-6B19.1",465
"BRWD1-AS2",1028
"TRAV1-1",392
"MIR9-3HG",7265
"RP11-273B20.3",651
"AP000462.2",818
"OR10G2",1105
"RAB44",4247
"RP4-809F18.1",1310
"AP000997.1",479
"RP11-644L4.1",506
"AP000439.2",581
"RP11-357K6.1",680
"RP11-377D9.3",2403
"RP11-313F23.3",534
"RP11-196H14.3",462
"RP11-234B24.6",1186
"RP11-277P12.6",998
"RP11-59N23.1",456
"RP11-361I14.2",572
"RP11-502N13.2",427
"FAM222A-AS1",1068
"RP11-313F23.4",501
"RP11-256L11.3",603
"RERG-AS1",337
"RP11-212D19.4",729
"RP11-867G2.6",908
"RP11-885B4.2",550
"RP11-253I19.3",412
"RP11-283I3.1",315
"RP11-45F15.2",550
"JRKL-AS1",426
"RP11-732A19.9",464
"RP11-227B21.2",562
"RP11-136I14.5",376
"TRIL",4935
"RP1-127H14.3",451
"RP11-766N7.3",3970
"OR4D2",924
"RP11-121J20.1",536
"LINC01489",605
"CTC-435M10.3",2347
"IFNG-AS1",2125
"AGAP2-AS1",1500
"RP11-239A17.1",260
"RP11-757G1.5",569
"RP11-625L16.1",670
"RP11-283G6.5",1128
"RP11-428G5.5",852
"RP13-512J5.1",421
"LINC01479",715
"AP000439.3",726
"RP3-454B23.1",653
"RP4-765H13.1",280
"RP11-561P12.5",562
"OR6J1",1044
"RP11-31L22.3",562
"RP1-34M23.5",560
"RP11-357K6.2",450
"RP11-196H14.4",390
"KLRC4-KLRK1",2592
"MTRNR2L8",1303
"RP5-1154L15.1",389
"RP11-20D14.3",488
"TIFAB",5923
"RP4-559A3.7",1625
"TAS2R20",1381
"RP11-338K17.8",321
"AP000593.7",578
"RP11-804A23.1",355
"RP11-167N4.2",1412
"TMEM5-AS1",563
"RP11-87C12.5",1143
"PXN-AS1",2380
"RP11-612B6.1",475
"AC073610.5",406
"RP11-444D3.1",1693
"RP11-221N13.2",443
"DENND5B-AS1",1308
"RP11-69C13.1",2178
"RP11-613M10.9",2591
"LINC00346",6265
"RP11-290C10.1",719
"RP11-196H14.2",671
"RP11-685N10.1",581
"RP11-405A12.2",718
"RP13-895J2.7",476
"CCND2-AS2",495
"RP11-662I13.2",728
"RP11-456I15.2",210
"RP11-867G2.8",1175
"RP11-286N22.10",554
"RP11-495K9.5",666
"RP11-407A16.4",419
"RP11-351O2.1",556
"RP11-173P15.7",583
"RP11-855O10.3",462
"AP003419.16",470
"RP11-656E20.5",329
"RP11-804A23.2",501
"RP5-940J5.3",477
"RP11-513G19.1",775
"RP11-43N5.1",3135
"CYP2A6",2316
"AP000439.1",2376
"RP11-1038A11.1",1405
"RP11-417L19.4",426
"RP11-407A16.7",655
"RP11-575F12.2",616
"ARAP1-AS1",388
"RP11-728G15.1",1119
"RP11-392P7.7",369
"RP11-27M24.1",533
"RP11-526P6.1",1418
"CACNA1C-AS4",735
"RP11-190A12.7",681
"RP11-707G14.1",428
"RP11-291B21.2",868
"PAPPA-AS1",2450
"CTSO",2954
"MTRNR2L10",1530
"RP11-982M15.6",1307
"APOPT1",3932
"TRAPPC2P1",1843
"DYX1C1",2934
"RP11-117L5.4",415
"RP11-465L8.1",548
"RP11-335I12.2",523
"URB1-AS1",831
"RP11-335O4.1",574
"RP11-366L20.3",454
"RP11-134N1.2",640
"RP11-337L12.1",739
"ZNF432",5985
"RP13-942N8.1",2246
"AP000721.4",559
"RP11-90D4.3",851
"RP11-319E16.1",1393
"RP11-783K16.14",1051
"RP11-778H2.1",710
"LINC01152",4019
"LINC00944",1853
"RP11-174M13.2",392
"RP11-319E16.2",3387
"RP11-357K6.3",570
"RP11-885B4.1",220
"RP11-76C10.5",1277
"RP11-463O12.3",484
"RP11-277P12.9",562
"SMLR1",2512
"CCND2-AS1",555
"XXbac-BPG248L24.13",536
"RP11-473M14.3",741
"TAS2R30",1687
"LINC00507",2167
"RP11-64D24.4",3837
"RP11-881M11.4",864
"RP11-439H13.2",712
"RP11-243M5.1",409
"RP11-140L24.4",1221
"RP11-897M7.1",493
"RP11-1038A11.2",1727
"MTRNR2L3",1539
"ZNF10",5541
"RP11-582E3.2",615
"ZNF486",4261
"RP11-771K4.1",868
"RP11-283G6.4",699
"SMIM3",2332
"RP11-434C1.2",188
"RP11-123O10.4",192
"RP11-324E6.6",2090
"RP11-989F5.1",587
"RP11-443N24.4",486
"RP11-495K9.9",617
"RP11-366L20.4",376
"USP30-AS1",656
"RP11-221N13.3",895
"HMBS",4247
"CACNA1C-AS2",609
"RP11-71J4.2",476
"RP5-916L7.2",570
"RP11-182J1.5",1018
"RP11-136I14.2",294
"RP11-983C2.3",286
"RP11-664H17.1",431
"RP11-277P12.10",649
"RP11-955H22.1",724
"ZNF225",7226
"RP11-474D1.1",353
"RP11-989F5.3",317
"RP11-64B16.5",501
"RP13-977J11.8",391
"RP11-338E21.3",482
"RP11-153K16.1",1743
"RP11-611O2.1",374
"RP11-233G1.4",357
"RP11-21A7A.3",575
"RP3-446N13.1",643
"RP11-662M24.1",2660
"CTD-3074O7.11",3547
"RP11-349I1.2",568
"RP11-955H22.3",852
"RP11-173P15.3",907
"PPIAL4D",495
"RP11-1060J15.4",1519
"TRAV8-5",414
"RP11-606D9.1",460
"ASIC5",1692
"RP11-7N14.1",492
"RP11-446E24.4",2684
"RP11-1038A11.3",1604
"RP11-886D15.1",1289
"RP11-495K9.7",494
"RP11-118B22.4",224
"RP1-102E24.8",1803
"TAS2R31",1021
"RP11-443N24.3",373
"RP11-705C15.4",532
"RP11-794G24.1",1831
"RP11-809N8.4",344
"RP11-667M19.10",158
"DND1",1605
"RP11-363J17.1",427
"RP11-116G8.5",595
"SALL3",7397
"RP11-856F16.2",593
"RP11-437F6.1",401
"TRAV11",339
"RP11-21A7A.4",732
"RP11-625L16.3",451
"RP13-507P19.1",532
"RP5-944M2.1",974
"CTC-465D4.1",633
"RP11-73M18.2",2505
"RP11-1060J15.7",429
"MRGPRF-AS1",2137
"RP11-860B13.3",191
"RP11-977P2.1",433
"AP003419.11",711
"POLG2",3388
"SMIM10L1",4795
"RP11-847H18.3",794
"RP11-598F7.6",1184
"RP13-895J2.3",3039
"RP13-653N12.1",996
"TRAV1-2",402
"LINC01486",716
"RP11-424M22.3",603
"RP4-734P14.4",823
"RP11-800A3.3",618
"RP11-173P15.5",569
"OR13A1",2174
"RP13-977J11.2",1484
"RP11-283I3.2",765
"RP11-75L1.1",560
"TRDV3",425
"RP11-286N22.8",7522
"RP11-522N14.2",2256
"FLJ37505",2311
"RP11-667M19.2",586
"RP11-64B16.4",541
"RP11-59N23.3",578
"MTRNR2L1",1553
"ZBTB11-AS1",2743
"RP13-672B3.2",567
"RP11-169D4.2",664
"RP11-76I14.1",2479
"LINC00273",1452
"RP11-349K16.1",552
"RP11-111K18.1",3068
"RP11-429A20.4",725
"RP11-180M15.4",150
"RP13-653N12.2",1656
"CLEC12B",3667
"A2ML1-AS1",452
"RP11-338E21.1",254
"LIMS3L",2553
"RP11-218M22.2",496
"ZNF350",4539
"RP11-49K4.2",404
"RP11-443N24.2",772
"RP11-727F15.9",765
"RP11-476M19.3",530
"RP11-598F7.5",1101
"RP1-166H1.2",365
"RP11-669N7.3",1568
"CTD-2017C7.1",599
"RP5-1096D14.3",315
"PGA5",2913
"RP11-73M14.1",389
"AP000797.3",574
"RP11-662M24.2",258
"RP11-407A16.3",1192
"RP11-881M11.8",452
"RP11-45F15.1",560
"RP13-941N14.1",544
"RP11-17G12.3",536
"RP11-860B13.1",679
"RP11-3L23.2",460
"PLBD1-AS1",596
"RP11-159N11.3",524
"STH",445
"RP1-116K23.1",637
"CACNA1C-AS3",444
"ZNF253",3626
"RP11-503G7.1",1035
"RP11-697H9.2",423
"RP11-429A20.3",604
"KLRF2",731
"RP11-680F8.1",2736
"RP11-133L14.5",782
"C17orf100",2474
"RP11-76C10.2",568
"RP11-7M8.2",434
"CAPNS2",1016
"RP11-804A23.4",491
"RP11-158L12.5",585
"RP11-21A7A.2",883
"CTD-2140B24.4",1374
"RP11-512M8.5",2748
"RP11-664D1.1",975
"SLC5A8",4178
"RP11-503G7.2",615
"RP11-284H19.1",525
"RP11-64B16.3",577
"RP13-81N3.2",752
"MTRNR2L7",1535
"RP11-283G6.3",826
"RP11-17G12.2",610
"A2ML1-AS2",386
"RP11-474D1.2",1713
"RP11-221N13.4",701
"RP11-817J15.2",1400
"RP11-749H20.1",462
"RP11-449P1.1",424
"ADGRA1-AS1",5419
"RP5-944M2.2",480
"RP11-809N8.2",752
"RP11-783K16.5",597
"RP13-895J2.2",1819
"RP11-881M11.1",405
"RP11-64D24.2",393
"RP11-598F7.3",586
"RP11-87C12.2",1831
"RP11-6B19.2",417
"RP11-417L19.2",770
"RP11-613M10.8",3217
"RP11-273B20.1",1179
"RP11-320N7.2",588
"LINC00508",194
"AP000462.3",330
"RP11-359J14.2",738
"LIMS3",2773
"KHDC1L",953
"CTD-2555A7.2",2154
"RP11-551L14.6",348
"RP11-234B24.4",449
"RP11-871F6.3",1003
"RP11-114G22.1",5441
"RP13-820C6.2",495
"AP000438.2",749
"RP11-180M15.3",241
"GPR142",1608
"HP",5405
"RP11-729I10.2",522
"RP11-268P4.4",862
"RP11-800A3.7",1695
"RP11-993B23.3",792
"RP11-486F17.1",831
"RP11-545J16.1",3774
"RP11-476M19.2",515
"RP11-881M11.2",810
"RP11-966I7.2",1655
"C11orf97",552
"RP11-864I4.4",391
"RP11-266O8.1",3677
"RP4-809F18.2",775
"RP11-125O5.2",855
"RP3-468K18.5",762
"AP000797.4",641
"RP11-123O10.3",1093
"U47924.27",350
"RP11-783K16.13",853
"KIAA1147",7356
"RP11-364C11.2",607
"AE000658.22",472
"CLIP1-AS1",1809
"LSM14A",4748
"RP11-259O18.4",496
"NHLRC4",2105
"RP11-25I15.3",1003
"OR11H12",1085
"CTD-2503I6.1",551
"RP11-384P14.1",569
"FOXG1-AS1",874
"CLLU1",6810
"RP11-320M2.1",1753
"C12orf80",1595
"TAS2R38",1143
"RP11-320P7.2",578
"RP11-554D14.7",452
"PWAR6",4618
"CTD-2213F21.3",288
"RP11-13A1.3",599
"RP11-25I15.2",811
"RP11-171L9.1",718
"TMPO-AS1",3357
"RP11-996F15.2",2813
"RP11-611O2.5",785
"RP11-274M17.3",529
"HOXA10-HOXA9",765
"RP11-626P14.2",853
"RP11-390N6.1",716
"RP11-818F20.4",428
"RP11-567C2.1",926
"RP11-512N21.3",564
"AC108938.5",3202
"GATC",4422
"RP11-54A9.1",1201
"RP11-689B22.2",859
"RP11-554E23.4",374
"RP11-328C8.4",2791
"CTD-2252P21.1",515
"RP11-413B19.2",1274
"RP11-272B17.2",583
"RP11-848D3.5",535
"RP11-630C16.2",499
"RP11-611E13.3",434
"RP11-486A14.2",865
"RP11-70F11.7",722
"RP3-405J10.4",325
"RP11-946L16.1",593
"RP11-767I20.1",2366
"RP11-96H19.1",2227
"RP11-776A13.1",571
"MIR3179-1",676
"CTD-2021H9.1",541
"RP1-74B13.2",581
"RP11-521B24.5",445
"KIRREL3-AS1",586
"RP11-317N8.3",601
"RP11-164H13.1",3017
"RP11-434H14.1",884
"RP11-231I16.1",4196
"RP11-1060G2.1",540
"RP11-190J23.1",414
"RP11-298I3.1",989
"RP11-545P7.4",248
"RP11-316A16.1",989
"RP11-977G19.11",576
"RP11-496I2.2",2712
"ZBED6",4250
"RP11-478B9.1",499
"RP11-511B23.2",1914
"RP11-263E1.1",386
"RP11-650K20.3",674
"RP11-290L1.5",358
"MGAM",10767
"RP11-983P16.4",5622
"AL928654.7",1408
"RP11-571M6.7",699
"RP11-511B23.1",1251
"RP11-386G11.8",839
"RP11-631N16.2",8693
"CTD-2006C1.10",542
"RP11-780K2.1",570
"FNTB",3948
"MIR3180-2",1459
"RP11-547C5.2",552
"RP11-469H8.8",560
"RP11-56G10.2",375
"RP11-762I7.5",2534
"MIR3180-4",2118
"RP11-597A11.2",1493
"RP11-554D14.6",865
"RP11-778J16.3",420
"RP11-1028N23.4",785
"RP11-2H8.2",1431
"RP11-603J24.9",489
"RP11-272K23.3",734
"RP11-263K4.3",3141
"RP1-197B17.3",4411
"RP11-81K13.1",3188
"RP11-267D19.1",320
"RP11-114F10.3",753
"RP11-150C16.1",555
"ZNF878",1734
"RP11-603J24.4",300
"RP1-71H24.1",575
"RP11-290L1.3",569
"CTD-2021H9.2",544
"RP11-310I24.1",349
"RP11-473C19.1",512
"RP11-121G22.3",2024
"RP11-397H6.1",271
"RP11-159D23.2",1236
"RP11-359M6.1",1394
"RP11-139B1.1",474
"LINC01154",454
"RP5-1057I20.2",944
"RP3-521E19.2",751
"KRT73-AS1",4094
"RP11-474P2.4",562
"RP11-585P4.5",1482
"RP11-1020M18.10",629
"RP11-536C10.7",1493
"RP11-956E11.1",423
"RP11-609L23.1",1212
"RP11-755O11.2",699
"RP11-498M15.1",577
"RP4-601P9.1",435
"RP11-116D17.2",553
"CTD-2384A14.2",540
"RP11-20E24.1",386
"MIR3179-3",543
"RPL36A-HNRNPH2",695
"RP11-843B15.2",407
"RP11-834C11.10",754
"RP11-58A17.4",484
"RP11-321F8.4",379
"RP11-144F15.1",890
"RP11-797M17.1",502
"RP11-793H13.3",2297
"HLX-AS1",563
"RP11-603J24.17",434
"RP11-44N21.1",1177
"RP11-84G21.1",3234
"MIR3180-3",1459
"RP11-863H1.1",848
"RP11-128P10.1",507
"LINC01475",914
"RP11-167N24.4",340
"LINC00609",583
"RP11-711C17.1",342
"RP11-469H8.6",1574
"ZNF625",2204
"GALNT4",5399
"RP3-473L9.4",353
"RP11-968A15.2",735
"OVCH1-AS1",1841
"RP11-100F15.1",559
"RP11-680A11.5",647
"RP11-449P15.1",1562
"MIR4307HG",932
"LINC01481",629
"RP11-116N8.2",549
"PSMA3-AS1",7409
"RP11-850F7.7",700
"RP11-1103G16.1",1669
"RP11-570L15.2",506
"RP11-474B16.1",549
"RP11-701H24.3",427
"RP11-579D7.2",713
"RP11-497G19.2",366
"RP11-352M15.1",1120
"RP11-579D7.4",554
"RP11-1100L3.7",647
"RP3-416H24.1",1693
"RP1-81P11.1",368
"RP11-341G23.4",1063
"RP11-314D7.3",729
"RP11-110L15.2",497
"RP11-175P13.2",418
"RP11-620J15.3",1312
"RP11-641A6.3",761
"LBX2-AS1",2084
"RP11-328J6.1",825
"INAFM1",1255
"RP11-482D24.2",863
"RP11-256L6.2",656
"RP11-396F22.1",526
"RP11-654D12.3",400
"RP11-116D17.1",843
"CNPY2",2956
"RP11-788H18.1",638
"RP11-818F20.5",701
"RP11-370I10.6",562
"RP11-341G23.2",478
"RP11-977G19.12",437
"LINC01490",1478
"MGAM2",8162
"RP11-202G11.2",791
"RP11-362A1.1",1372
"RP11-966I7.3",375
"RP11-295G12.1",459
"RP11-650K20.2",413
"RP11-776A13.3",1062
"RP11-486O13.4",565
"RP11-186F10.2",527
"RP11-626I20.3",3149
"RP11-1143G9.4",599
"RP11-341G23.3",468
"RP11-162P23.2",784
"CTB-193M12.1",530
"RP11-70F11.8",4701
"RP11-110L15.1",441
"RP11-630C16.1",408
"RP11-20L19.1",901
"CTD-2382E5.2",467
"RP11-1136G11.8",481
"RP11-603J24.14",540
"RP4-601P9.2",1330
"RP11-1049A21.2",577
"RP11-116N8.4",886
"RP11-845M18.6",624
"RP11-845M18.7",647
"RP11-596D21.1",975
"RP1-97G4.1",597
"RP11-263K4.4",277
"RP11-290L1.2",779
"NOVA1-AS1",1483
"RP11-626P14.1",497
"RP11-547C5.1",256
"CASC18",2586
"RP11-552I14.1",1253
"RP11-587P21.3",1011
"CTD-2591A6.2",508
"RP11-616L12.1",592
"RP11-256L6.3",862
"RP11-90C1.1",1010
"RP11-497G19.1",876
"RP11-61E11.1",289
"RP11-114F10.2",632
"CTD-2311B13.1",871
"RP11-587P21.2",1188
"RP1-78O14.1",2253
"RP11-454K7.1",548
"RP11-269C4.2",821
"RP1-90J4.1",483
"RP11-461F16.3",571
"RP11-248E9.5",777
"RP11-386G11.5",2238
"RP11-482D24.3",809
"RP11-541G9.2",576
"RP11-571M6.15",679
"CUX1",17788
"RP11-493L12.5",540
"RP11-493L12.3",663
"RP11-155I9.1",562
"LHX5-AS1",522
"RP11-248E9.6",554
"RP11-46I1.1",567
"RP11-123M21.1",395
"TEN1",1303
"P2RX5-TAX1BP3",5905
"RP11-620J15.1",610
"RP1-228P16.5",962
"RP11-25E2.1",1538
"RP11-536C10.4",498
"RP11-219B4.6",285
"RP11-133N21.10",570
"RP1-228P16.4",3112
"RP11-314P15.2",529
"LINC00935",658
"RP1-288H2.2",512
"RP11-632B21.1",310
"RP11-100F15.2",390
"RP11-61E11.2",641
"RP11-756H6.1",548
"RP11-350G24.1",557
"RP11-210M15.1",1891
"RP11-386G11.10",1632
"RP11-148B3.1",596
"RP11-543H12.1",882
"RP11-148E17.1",741
"RP11-493P1.2",501
"RP11-74K11.2",473
"CTD-2384A14.1",1986
"RP11-406H4.1",1038
"RP11-530C5.2",667
"RP11-530C5.1",354
"RP11-698F20.3",568
"AC025263.3",548
"CTD-2021H9.3",565
"RP11-644F5.11",1443
"BCDIN3D-AS1",3586
"RP11-293I14.2",771
"RP11-781A6.1",376
"RP11-114H23.1",1385
"RP11-384J4.2",919
"RP11-443B7.3",846
"OR9A4",1093
"RP11-754N21.1",1065
"RP11-753H16.5",546
"RP11-114H23.2",742
"RP4-816N1.7",287
"RP11-474P2.2",627
"RP11-89K22.1",285
"RP11-686G8.2",485
"RP11-121E16.1",894
"RP11-977B10.2",1453
"MAP1LC3B2",1767
"RP11-260G13.1",647
"RP11-1028N23.3",665
"CTA-109P11.4",526
"RP11-89M22.3",819
"RP11-1022B3.1",474
"RP11-804F13.1",723
"RP11-722P11.4",588
"RP11-61A14.1",434
"RP11-314D7.2",1256
"RP11-1041F24.1",247
"RP11-347C12.3",2707
"RP11-541G9.1",573
"RP11-70F11.11",2459
"RP11-864J10.4",1714
"RP11-753H16.3",924
"RP11-324P9.1",851
"RP11-554L12.1",546
"RP11-345J4.3",1819
"RP11-315E17.1",2310
"RP11-115F18.1",356
"RP11-588H23.3",6368
"LINC00485",3722
"RP11-263K4.5",459
"RP11-511B23.3",1269
"RP11-1105G2.4",493
"RP11-412H8.2",665
"RP11-394J1.2",525
"RP11-18J9.3",1258
"RP11-493L12.4",510
"RP11-753N8.1",1122
"RP11-202H2.1",450
"CTD-2213F21.4",430
"NKX2-2-AS1",638
"RP1-228P16.3",1044
"RP11-272B17.1",348
"RP11-654D12.2",682
"RP11-38F22.1",1264
"PRSS58",1155
"RP11-136F16.1",475
"CLEC5A",4129
"RP11-362K2.2",1729
"RP11-161H23.5",680
"RP11-370I10.2",566
"RP11-12K6.2",381
"RP1-46F2.3",594
"RP11-167N24.6",201
"RP11-497G19.3",486
"RP3-416H24.4",562
"RP11-162N7.1",366
"RP11-219B4.5",1256
"RP11-977G19.14",542
"CTD-2311B13.2",381
"RP11-570L15.1",713
"RP11-510I5.4",379
"RP11-887P2.5",1949
"LINC00592",1044
"RP11-1028N23.2",540
"RP11-386G11.3",279
"TESC-AS1",1053
"CHURC1",5404
"RP11-536G4.1",393
"RP11-658F2.8",2339
"RP11-488C13.5",1843
"RP11-981P6.1",1711
"RP11-554E23.2",1316
"RP11-644F5.10",3510
"RP11-690J15.1",521
"RP11-167N24.5",369
"CTD-2314B22.1",796
"C17orf49",2628
"RP11-603J24.5",1294
"RP1-267L14.3",596
"RP4-816N1.6",761
"RP11-118A3.1",836
"RP11-711C17.2",543
"RP11-161H23.9",4166
"RP11-87P13.2",742
"RP11-536G4.2",924
"RP11-603J24.6",470
"RP11-148B3.2",600
"MIR3180-1",1459
"RP11-536C10.16",563
"RP11-1105G2.3",1116
"RTEL1",5995
"RP4-647C14.2",3050
"RP11-649E7.5",2469
"RP11-517O13.1",436
"RP11-204N11.2",539
"RP11-33N16.2",341
"CTD-2200A16.1",208
"AC068831.6",1858
"RP11-187E13.2",276
"PPT2-EGFL8",5512
"RP11-1070N10.4",1971
"RP11-907D1.2",840
"MEG8",2217
"RP11-831F12.2",568
"RP11-516J2.1",520
"RP11-1029J19.5",454
"ZNF578",7189
"RP11-300J18.2",331
"RP11-173D3.1",572
"RP11-665C16.6",748
"RP11-356O9.1",738
"RP11-526N18.1",446
"RP11-240B13.2",2413
"RP11-662J14.1",453
"RP11-486O13.2",1109
"RP11-471B22.2",300
"CTD-2207P18.1",518
"RP11-452D21.1",448
"RP11-1085N6.2",461
"PDF",1158
"RP11-982M15.2",663
"RP11-255M2.1",715
"RP11-711D18.2",552
"RNASE12",631
"RP11-661G16.1",539
"CTD-2201G16.1",207
"RP11-713N11.4",490
"RP11-903H12.3",915
"OR11H2",985
"RP11-665C16.5",363
"RP11-298I3.4",1462
"CTD-2292M16.7",748
"RP11-168L7.1",447
"RP11-574F21.3",2875
"RP11-1012A1.4",804
"RP11-84C10.4",1398
"RP11-192H23.4",3218
"RP11-7F17.4",469
"RP11-187E13.1",550
"RP11-76E17.3",1572
"RP11-232C2.1",1079
"LINC00640",1568
"RP11-662J14.2",547
"RP11-472N19.3",580
"TRAV15",249
"AC144835.1",1224
"SPESP1",1588
"RP11-99L13.1",675
"RP11-398J10.2",1057
"RP11-862P13.1",514
"RP11-1141N12.1",332
"CTD-2561F5.1",2490
"DIO3OS",5605
"RP11-862G15.2",1384
"RP11-783L4.1",1214
"RP11-638I2.6",693
"RP11-61O1.2",374
"LINC00239",639
"RP11-203M5.7",478
"RP11-185P18.2",865
"RP6-91H8.1",721
"RP11-363J20.2",578
"RP11-638I2.9",552
"RP11-829H16.3",2302
"RP11-111A21.1",1209
"RP11-108O10.8",3346
"RP11-353P15.1",476
"CTD-2134A5.4",582
"FRMD6-AS2",917
"RP11-753D20.3",608
"RP11-12J10.3",3422
"RHOXF1-AS1",2495
"LINC00645",3654
"CRAT37",2609
"RP11-16B13.1",572
"RP11-973D8.4",565
"SPECC1L-ADORA2A",6592
"CTD-2568P8.1",338
"RP11-159L20.2",430
"CTD-2376I20.1",548
"RP11-72M17.1",1797
"RP11-99E15.2",540
"RP11-1070N10.3",993
"RP11-14J7.6",2685
"RP11-320M16.2",928
"RP11-44L9.1",577
"LINC01500",1133
"FAM181A-AS1",2781
"RP5-1021I20.2",1174
"TRIM6-TRIM34",3391
"RP11-108M12.3",1577
"CTD-3051D23.4",1045
"RP11-30G8.2",336
"RP11-260M19.1",518
"RP11-452D21.2",744
"RP11-81F13.2",554
"LINC01629",581
"RP3-414A15.10",919
"AL161668.5",593
"LINC-ROR",2603
"RP11-488C13.7",721
"RP11-369C8.1",1144
"CTD-2325P2.3",461
"RP11-725G5.2",1701
"RP11-739G5.1",457
"RP11-857B24.1",693
"RP4-773N10.4",4216
"CTD-2298J14.2",530
"RP11-242P2.1",394
"RP11-219E7.2",764
"BCL2L2-PABPN1",1548
"SYNJ2BP-COX16",1404
"RP11-950C14.3",489
"LINC00930",1657
"CTD-2142D14.1",531
"RP11-545M17.1",500
"RP5-1021I20.4",3695
"RP11-509A17.3",1577
"ARHGAP5-AS1",1848
"RP11-104E19.1",947
"RP11-517O13.3",399
"TRIM34",2690
"RP4-693M11.3",693
"RP11-964E11.2",2613
"RP11-588P7.2",396
"RP11-123M6.2",289
"RP11-638I2.8",385
"HIF1A-AS2",533
"RP11-1042B17.3",868
"RP11-543C4.3",493
"LINC01397",579
"CTC-260F20.3",1846
"RP11-299L17.3",637
"RP11-463D19.2",776
"RP11-1078H9.1",426
"RP11-11K13.1",539
"RP11-218E20.2",174
"LINC01269",602
"RP11-81F13.1",526
"RP11-404P21.8",855
"RP11-436M15.3",386
"RP11-1033H12.1",349
"RP3-414A15.2",519
"CTD-2058B24.3",364
"RP11-589M4.3",196
"RP11-356K23.2",458
"LINC00871",1349
"LINC00638",2518
"RP11-433J8.1",3030
"RP11-1085N6.4",807
"SLC25A21-AS1",1924
"LINC01193",4054
"RP11-218E20.3",4714
"C20orf141",754
"RP11-661G16.2",1954
"RP11-566J3.2",722
"RP11-226P1.2",824
"RP11-232C2.3",700
"RP11-332E19.2",525
"CTD-2135J3.4",1753
"PRC1-AS1",1799
"RP11-66N24.3",3243
"RP11-195F19.29",902
"RP11-404P21.6",1678
"ITPK1-AS1",4701
"RP11-547D23.1",1076
"CTD-2341M24.1",1568
"LINC00637",2056
"RP11-982M15.7",723
"RP11-73E17.2",2117
"RP11-293M10.1",678
"RP11-862G15.1",2072
"RP11-406A9.2",1754
"RP11-80A15.1",698
"RP11-218E20.5",535
"RP11-163M18.1",801
"CTD-2223O18.1",462
"RP11-688G15.3",889
"RP11-2G1.1",487
"RP11-356K23.1",907
"RP11-794A8.1",385
"LINC01579",6795
"RP11-841O20.2",581
"CTD-2509G16.5",1118
"RP11-24J19.1",539
"RP11-110A12.2",681
"RP11-692C24.2",592
"DIO2-AS1",1597
"CTD-2292M16.8",3829
"CTD-2007A10.1",555
"RP11-84C10.3",449
"RP11-255M2.2",573
"RP11-1085N6.5",2251
"HIF1A-AS1",652
"LINC01568",4082
"RP11-813I20.2",459
"LINC01580",1026
"RP11-507K2.3",718
"RP11-561B11.2",3857
"LINC00520",2462
"RP11-944C7.1",1122
"RP11-404P21.3",738
"RP11-1082A3.1",423
"RP11-895M11.3",303
"CTD-2302E22.2",283
"RP11-624J12.1",2226
"RP11-322L20.1",1763
"RP11-1152H15.1",1845
"RP11-255G12.3",572
"CTD-2555O16.1",572
"RP11-219E7.1",294
"CTD-3051D23.1",3254
"TRAV33",338
"RP11-109N23.4",1000
"CTD-2128A3.3",511
"RP11-408B11.2",519
"OR4C13",1029
"RNASE4",2613
"RP11-7F17.3",2793
"RP11-293M10.2",874
"CTD-2555O16.2",550
"RP11-300J18.1",558
"CTD-2243E23.1",592
"RP11-123K3.4",2107
"RP11-76E17.4",915
"TRAV28",323
"CTD-2566J3.1",537
"ERCC6-PGBD3",3518
"MC1R",5566
"RP11-355I22.5",322
"RP11-286O18.1",392
"RP11-259K15.2",879
"RP11-945F5.1",645
"CTD-2014B16.3",773
"RP11-214N1.1",854
"RP11-894P9.2",553
"RP11-30G8.1",209
"RP11-463J10.4",467
"RP11-247L20.3",501
"RP11-982M15.5",716
"RP11-594C13.1",544
"RP11-561B11.3",624
"MIR381HG",425
"CTC-554D6.1",694
"RP11-991C1.2",465
"LINC01146",2807
"RP11-816J8.1",522
"RP11-204N11.1",3104
"RP3-514A23.2",654
"DUXA",1006
"RP11-232C2.2",354
"RP11-270M14.5",580
