"Gene.name","Length"
"Enah",123606
"5830468F06Rik",3815
"Gm37844",4096
"Slc25a32",21485
"Gm48909",380
"Hist2h3c1",1824
"Kbtbd11",22308
"Gm49156",13395
"F730035P03Rik",1538
"Gm20324",6738
"Cab39l",144792
"1700037C18Rik",13510
"Otx2",16142
"Gm20633",2830
"Catsper3",24430
"Gm14774",535
"Gm20634",2955
"Vmn2r3",32494
"1700047G07Rik",1639
"Neu3",16978
"Ephb6",15027
"Gm28692",2362
"Il1rapl1",1374775
"Hey1",3897
"Ighv1-14",484
"Arhgef16",23190
"Gm20794",24009
"Gm26524",389
"Vmn2r12",14126
"Sdhaf4",9717
"Cox8c",1210
"Gm14910",1804
"Ighv1-15",433
"Pts",7107
"Dvl2",11706
"Slc25a31",17241
"Gm14396",1845
"Gm13755",4335
"Gm47262",2327
"Gm8855",877
"A730043L09Rik",1504
"Gm14143",356
"Gm35996",27384
"Gm16558",531
"Gm28793",818
"Atg16l1",36558
"1700016D08Rik",367
"Gm11688",307
"CT009718.2",1425
"Gm26555",17962
"Gm14776",1013
"Cluap1",32346
"AW554918",298322
"Gm9894",10737
"Zfp606",17942
"Spesp1",11479
"Gm8356",8678
"Gm14775",309
"D8Ertd738e",3481
"Cab39",58135
"Fancb",16680
"Zfp825",13938
"4930500M09Rik",1562
"Zfp182",33377
"Gm43014",2442
"Tdrd7",69427
"AC166832.1",459
"Sema6c",13567
"9930004E17Rik",497
"Uhmk1",21977
"Kif27",71620
"Ebna1bp2",6977
"Gm43015",564
"Arf4os",9776
"Alyref2",1272
"Gm2200",33387
"Gm40319",480
"Vmn2r91",51752
"B930036N10Rik",3543
"D030018L15Rik",27950
"Arf4",27010
"Gm7415",21040
"Slc6a17",50475
"Cldn12",25421
"Olfr478",4024
"9930111J21Rik1",33248
"CT009718.1",4327
"Gm32591",18157
"Gm7420",841
"Gm47467",12863
"Olfr1238",7685
"Gm9519",12866
"Tmem54",6078
"Gm8529",744
"Tgtp1",8845
"Gm48096",191
"Adamts3",206247
"Gm15163",1301
"Gm15120",300
"Ino80",104645
"Gm44743",385
"AL929555.1",2532
"Rhox1",8454
"Gm32526",980
"Gm44742",1411
"Gm37614",209
"Rassf7",2798
"Gm8682",497
"Mrps17",7059
"Gm29562",903
"Olfr588-ps1",6985
"Gm15194",433
"Psg-ps1",9768
"Gm45301",2035
"Pdha1",16204
"Carlr",2573
"Gm34853",3964
"Pappa2",268763
"Dnaic1",68383
"Tgtp2",7012
"A730062M13Rik",1909
"Gm15538",312
"Gm37234",1440
"H2al1k",509
"Gm15172",1045
"Gm27026",891
"Prtg",110417
"Gm28690",2360
"Obox7",6500
"Zfp597",26240
"2410004P03Rik",8408
"Phex",253237
"Tgif2lx2",1029
"Gm12188",309
"Gm20627",1658
"Ccdc58",20435
"Gm21982",23936
"Gm2270",3426
"Gm12187",1374
"Hist1h4j",773
"Gm47684",4759
"Gm28689",527
"Gm9775",330
"Ifi47",20387
"9330159M07Rik",18634
"Ankrd33b",76248
"Tgif2lx1",1029
"Hist2h4",1629
"Gm15252",882
"Zfp282",31281
"Pth1r",25060
"Gm12127",1946
"Gm5481",344
"Gm44064",1086
"Rbm42",9318
"Tenm2",1229308
"Cyp2c38",73519
"Gm14002",9983
"Gm28687",3233
"Gm19196",11214
"Pde12",9925
"Gm49154",1805
"9130017K11Rik",26155
"Gja3",23640
"Gm38227",1601
"Gm37572",3230
"Gm12185",87570
"Gm37587",3007
"Gm13450",166
"Gm5626",1057
"Spef2",170675
"Olfr164",29960
"Usp43",67630
"Sox17",6423
"Col5a3",45017
"Vmn2r92",36999
"Hist1h4k",311
"Map3k15",134918
"Gm36793",3706
"Gm18195",705
"Gm40538",9157
"AC133487.1",4489
"Gm20628",3214
"Gm3466",1191
"9930111J21Rik2",35368
"Crnn",5032
"Hist2h3b",487
"Gm3642",8080
"Trim43c",9026
"Hpca",10466
"Gm12406",2038
"Olfr165",16890
"Vmn1r168",929
"Gm47469",10346
"Enho",2180
"Gm3636",6647
"Tomm22",2539
"Hist2h2bb",380
"Gm47470",108
"1600012P17Rik",12762
"Gm43815",989
"Gm3667",21460
"Gm42743",9280
"Gm12186",1039
"Vmn1r169",3323
"Nfxl1",46383
"Gm27203",306
"Gm3629",6654
"Olfr1396",4892
"Zfp493",12819
"Vmn2r94",36634
"Gm10251",45750
"Cmpk2",10633
"Vmn2r13",39259
"Gm3460",8451
"Psme2b",836
"Gm26680",99687
"Acbd5",47391
"Prss36",14087
"Gm9765",1689
"Haus5",11283
"1700110I01Rik",43492
"Ighv1-16",293
"Gm5244",742
"Cycs-ps2",291
"4833422M21Rik",22814
"Olfr56",156498
"Gm49298",454
"Atxn2l",11729
"Gm8362",8449
"Hoxd9",2481
"Olfr479",6090
"Gm5960",3526
"Gm38211",7216
"Gm43103",801
"Col5a2",128961
"2610037D02Rik",149676
"Btbd35f4",1490
"Gm20484",3061
"Gm46430",38587
"Cfap52",40845
"Edc3",43959
"Gm8050",8068
"Gm4726",735
"Olfr480",2468
"Myl3",27937
"BB014433",4634
"Gm2066",9980
"Col9a2",15937
"Gm16234",4098
"Gm46344",886
"Cyfip2",119009
"Trabd",11953
"Vta1",50805
"Gm45276",1085
"Gjb2",6102
"Gm12126",3190
"Gm7421",21374
"Olfr481",5969
"Gm14933",977
"Ighv1-17-1",433
"Gm38150",451
"Gm6616",248
"Lsmem2",3234
"Tmem68",25812
"Gm49004",2237
"Gm14935",1707
"Phyh",19711
"Gm45375",279
"Atg14",29756
"Moxd1",79273
"Mrpl32",4981
"Gm13756",614
"Vmn2r14",13174
"Gm47847",48488
"Hsf3",150116
"1700020D12Rik",30201
"Nkx6-1",6857
"A730045E13Rik",11664
"Gm15432",194
"Itln1",17172
"Dusp18",6056
"Ighv1-17",432
"4933409F18Rik",20502
"Gm15116",662
"Gm20987",527
"Clk3",15236
"Tpp1",7424
"Gm45163",9636
"Suclg2",245791
"Gm21918",695
"Olfr589",1564
"Gm45164",5492
"Smim4",40824
"Gm12405",892
"Gm9133",1725
"1700040F15Rik",32012
"Gm29293",4619
"Olfr590-ps1",897
"1700047G03Rik",5810
"Gm14527",27354
"Gm13677",594
"Zfp804a",206657
"Gm45723",7841
"Rps12-ps2",398
"A930030B08Rik",3964
"Olfr591",11266
"Olfr1444",6157
"Gm38405",18692
"4930556J02Rik",34701
"Gm35288",38147
"Gm5459",797
"Mlycd",16224
"Gm18444",628
"Pdyn",13279
"Glt8d1",10591
"Xrra1",58706
"Gm13418",943
"Gm28502",2884
"Olfr592",8162
"Gm13417",21205
"Tubgcp5",37523
"Vmn1r-ps136",381
"Olfr395",5981
"Eif4h",19769
"Rhox2b",4739
"Spryd7",24893
"Olfr1445",1000
"Rrn3",34131
"Hc",78107
"Olfr396-ps1",4566
"Rhox3c",15379
"Ftl1",1940
"Gm38383",2659
"Rpl17-ps8",620
"1810021B22Rik",4656
"Olfr23",5981
"Gm12647",264
"Gm3657",21031
"Ly6c2",3812
"Ecm1",5422
"Prpf38b",8922
"Gm44870",356
"Gm37928",4130
"Fcgr1",11060
"Olfr482",4587
"Pwwp2b",21421
"Gm8189",68485
"Gm32444",3510
"Gm3757",674
"Gm31698",141148
"Rhox4d",4817
"Svil",198759
"Gm35037",23663
"Psma2",60996
"Gm15259",290
"Gm6785",1175
"Serpini2",27708
"Gm15254",272
"Gm48538",9137
"Ear-ps2",465
"Panx2",13833
"Sgsm1",67566
"Gm3778",7836
"Ang-ps1",435
"Fxyd4",4133
"Gm44165",1468
"4933421O10Rik",4181
"Gm16545",462
"Tarm1",16124
"Rhox2c",16181
"Lypd1",45479
"Gm49099",1838
"Gm10252",831
"Gm44552",1246
"Kcnf1",4788
"Myo15",59030
"Gm44553",2036
"Lurap1",18932
"4930525G20Rik",34391
"Gm34440",500
"Zfp273",13262
"Spcs2",25893
"Dpf3",273971
"Klf3",29513
"Galnt11",44014
"Chd2",115192
"Eri1",30943
"Rhox4a2",4773
"Gpr39",196867
"Btbd35f27",1942
"Pip4k2a",155871
"Wbp1l",58305
"Gm42855",252
"Gm9625",954
"Nrl",6003
"Rhox4e",4871
"Eif2b4",5872
"Gm2956",22172
"9530020I12Rik",18509
"Gm32486",4048
"Gm42613",1930
"Gm37344",3234
"Stt3a",38335
"Gm14370",867
"Atf4",2357
"Gm14367",1496
"Ppargc1a",113476
"Gm17223",480
"Gm45779",4063
"Rhox3d-ps",4324
"AW209491",8942
"Gm47686",484
"Gm6673",4224
"Gm14365",586
"Eps15l1",80461
"Gm37501",690
"Gm34973",6058
"Rhox2a",4710
"Gm7485",1108
"Olfr1239",3377
"Gm10413",8432
"Gm2517",347
"Osgin1",12132
"Gm9428",1692
"Gm2139",1074
"Gm14141",782
"Speer4f2",4848
"Gm13449",19473
"Nanp",9713
"Olfr1240",6704
"Nup43",11378
"Gm28178",10277
"Mphosph10",15741
"Gm48634",476
"Gm553",59777
"Tradd",6323
"Gm45171",735
"Gm21041",1159
"Gm14142",482
"Msgn1",612
"4930433I11Rik",7892
"Adgrg5",19586
"Gm10408",9908
"Olfr22-ps1",4305
"Rhox4b",4785
"Olfr949-ps1",948
"Glis1",200470
"Ninl",104863
"Gm8324",1203
"Pfn2",6184
"1700034J04Rik",749
"Nacad",8230
"Gm10409",21186
"Olfr950-ps1",990
"Gm21999",1126
"Olfr397",6995
"Gm6129",800
"Gm5527",641
"Gm47120",201
"Gm11109",30994
"Gm20033",95910
"Slc35g2",18902
"Gm26817",338
"Gm48781",241
"Gm40909",5783
"Gm8323",1200
"Rhox3e",9063
"Gm48782",1878
"Gm44419",228
"Gm3005",166117
"Acsbg1",56993
"Gm10054",430
"Trdmt1",35654
"Gm4118",863
"Pou6f1",24666
"Crabp2",4710
"Cyth4",24972
"Gm7357",3832
"C230096K16Rik",1721
"2900092C05Rik",43806
"Gm44921",300
"Mtmr1",54436
"Pcmt1",51763
"Gm5924",1659
"Gm12654",586
"Fndc9",4341
"Rhox2e",11361
"Gm12648",336012
"Olfr593",983
"Gm44920",12504
"Gm43410",2233
"Gm38076",449
"Olfr1241",5812
"Dpyd",870795
"Gm12568",623
"Gm15877",963
"Gm31816",126323
"Gm14369",284
"Mri1",7420
"Gm18275",1666
"Gm37323",3123
"Gm9867",2646
"Gm9866",109683
"Gm14363",2880
"Gm7089",1465
"Gm48785",495
"Gm7369",935
"Hspa4l",51608
"Gm12655",16249
"Rhox2d",4195
"Gm8582",4309
"Olfr1242",5955
"Hist1h2ak",392
"Olfr1446",5258
"Gm20537",49184
"Inpp5a",190543
"Gm45475",308
"Gm13016",4944
"Dmrtc1a",5471
"Gm13416",1611
"Rhox3b-ps",8951
"Gm15773",1447
"Car3",9011
"Acy1",5338
"Vmn2r53",45937
"Gm28229",2152
"Rhox3a2",4465
"Gm47860",4027
"Csta1",11295
"Cyp2c39",57667
"Smco4",51828
"Gmfb",14093
"Olfr1156",6047
"Srm",3490
"Gm3669",34741
"Gm5381",2224
"Copg1",25781
"Gm8584",4713
"Rhox4c",4787
"H2al1n",513
"Olfr1157",9814
"Pax4",7019
"2310068J16Rik",1129
"Gm48098",281
"Larp4",46293
"Rhox4a",4794
"Gm13332",1397
"Sox11",8310
"Olfr74",956
"Gm48099",11548
"Speer4f1",4838
"Trim13",7699
"Gm49193",2160
"Gm14867",865
"Uba2",28911
"1810026B05Rik",19192
"Olfr398",10440
"Olfr483",5095
"Gm26512",131034
"Rbm41",109084
"Olfr1158",941
"Car2",14497
"Rhox3a",9064
"Suv39h2",19216
"Gm37002",372
"Ube2j1",20947
"Vmn2r93",33815
"Kcnrg",5369
"Olfr1159-ps1",912
"Gm3549",793
"4930544I03Rik",216590
"Coq3",32489
"Gm36758",309
"Gm47127",1419
"Dio2",13886
"Gm28338",3239
"Gm44058",1400
"Dleu2",79534
"Commd7",15848
"Flg2",24113
"Mapk1",64071
"Gm42615",1819
"Gm3745",420
"Gm47688",147
"Gm42614",1553
"Gm14926",737
"Gm45703",14937
"Gm43605",3425
"Gm37059",1125
"Gm5131",1237
"Gm14929",2051
"Gm6425",789
"Gm31942",2193
"Gm7517",1671
"Gm8840",385
"Gm20884",692
"Trnau1ap",17775
"Spn",5591
"Gm18432",1547
"Olfr951",8223
"Pabpc5",2969
"Gm13184",5933
"Gm37440",2430
"Lad1",14744
"Dclre1c",39999
"Traj1",28
"Chrm1",19798
"Gm7047",1062
"Gm13491",234
"Mbip",17591
"Gm27209",1877
"Tas2r134",897
"Itm2c",14394
"Itpripl1",4670
"Ms4a13",27319
"Gm15018",632
"Wdr6",6428
"Olfr399",3488
"Trac",3685
"Zfp653",15965
"Cybb",52519
"Slc13a5",25233
"Gm13490",75043
"Gm17132",1157
"Gm42496",3240
"Gm49185",234
"Olfr139",12518
"Gm49101",11281
"Ear2",880
"Gm2333",341
"Gm42497",1957
"Gm44686",16788
"Dalrd3",2888
"Stag3",32153
"Cdh16",22485
"Tmem132d",651447
"Gm45788",3011
"Olfr952",1055
"C130083A15Rik",1459
"Gm37802",2642
"Gm45274",4558
"Gm28812",695
"Angptl1",22516
"Nkx6-2",3421
"Pced1c-ps",750
"Col8a1",130479
"Gm31342",766
"Gm28811",1022
"Hey2",10442
"Gm5643",965
"Gm28497",3028
"Gm45247",308
"Sub1",15644
"Cyp2c67",40209
"Gm12656",576
"Ribc1",11713
"Glra2",198376
"Med22",5415
"Kcne1l",1542
"Gm29113",3431
"Gm28810",446
"Gm47160",1869
"Ttll1",27124
"Gm13940",300
"Gm47161",4878
"Katnbl1",35029
"Gm49102",4527
"Perm1",5439
"Gm49103",201
"Olfr166",6188
"9530050K03Rik",1298
"4930477G07Rik",20310
"Gm12331",621
"Gm5913",1398
"Zfp616",17337
"Gm17131",3845
"Gm42817",6001
"Fermt1",41517
"Gm13492",664
"Ralgps2",135460
"Gm20835",26192
"Gm4913",1289
"Gm6122",678
"4930526L06Rik",103069
"Gm49318",34879
"Gm14505",43245
"Gm13493",492
"9430085M18Rik",2264
"Ms4a1",16566
"Gm42133",5930
"Gm10092",1792
"Ecsit",13192
"Gm18561",937
"Gm4491",3377
"Vmn2r54",26480
"Gm48862",333
"Btn2a2",11181
"Stfa2l1",5142
"AC136921.1",417
"Gm7191",989
"Gm4875",785
"Dad1",18625
"Pck2",10976
"Gm12853",3215
"Map3k4",91175
"Rps19",5435
"AC139131.1",16511
"Gm30676",59832
"Gm29114",33775
"Gm28112",1874
"Gm26636",5616
"Snx17",5916
"Gm41318",8976
"Gm29112",3486
"Olfr1447",4309
"Dlst",24012
"Gjb6",10308
"Gm49186",639
"Hmces",22694
"Arv1",11984
"Ms4a12",15530
"Slc12a6",97338
"Ikzf2",156031
"Olfr953-ps1",998
"Gm49198",48116
"Ms4a5",10635
"I830127L07Rik",3751
"Olfr954",7924
"Fam135a",89248
"Got1",24853
"Mrm2",4224
"Gm45415",2073
"Olfr62",9090
"Paics",16202
"Elavl3",37018
"Rasgef1a",80108
"Gm3912",11726
"Pxdc1",25652
"Olfr594",5317
"Hoxd3os1",12882
"Nudt1",16481
"Olfr1160",7341
"Hnrnpul1",33592
"Gm45783",40424
"Josd1",13668
"Vmn2r30",27172
"Olfr1161",5478
"Gm15504",264
"Caap1",56715
"Hoxd3",36515
"Gm15011",1479
"Gdpgp1",9196
"Gm4166",17161
"Ddx19a",22804
"Gm43397",790
"Gm19136",2066
"Gm15908",13851
"Gm49520",220
"Gm30692",4758
"Gm16845",15120
"Gm29207",3231
"Mettl5os",2427
"CT025753.2",677
"Cope",10475
"Gm13250",752
"Gm13936",59242
"Slc35e4",7643
"Gm13937",987
"Gm42727",2822
"Gm26916",930
"Gm48117",304
"Gm45150",466
"Nes",9373
"Olfr73",5411
"Gm6993",209
"Gm37420",2911
"Gm20717",3080
"Gm10101",2918
"Faxc",65510
"Anp32a",37519
"Pds5a",92552
"Gm27017",18362
"Rbm43",10715
"1700051A21Rik",2154
"Ptgs2os",25090
"Zfp474",23915
"Gm27010",1411
"Gm43273",2593
"Gm43272",1583
"Il12a",7903
"Dhx34",24890
"Tcim",1804
"Cds1",58728
"Tlr1",8884
"Gm37472",4051
"Gm26714",17604
"4930432E11Rik",23590
"Gm32899",206
"Pfas",22763
"Hoxd8",3318
"Gm8858",341
"A330087D11Rik",5025
"Rps19bp1",3700
"Gm14793",310
"Gm29326",2450
"Ceacam5",47894
"Gm44059",350
"Gm18216",1181
"Gsta2",24770
"Gm20177",333
"Gm8864",1009
"Vmn2r-ps4",4193
"Gm47513",2015
"Gm44060",409
"Blm",80386
"Gm28230",21190
"Chrm4",1439
"Zfp367",20184
"Gm11413",12351
"Megf9",107930
"Hist1h2bn",380
"Tlr6",8066
"Gm14424",1060
"Gm7333",1059
"Mdk",2492
"H2al1o",508
"Gm13017",5456
"Gm11184",9141
"Gm49117",1285
"Gm5422",3020
"Haglr",14474
"Gm2670",3318
"Gm11274",1351
"Wrn",151143
"Gm10876",13571
"Gm14795",470
"Ppat",38329
"Wnt5a",22698
"Mcee",19518
"Ms4a14",13205
"Gm49300",1943
"Ccdc130",12585
"Gm44829",3192
"Gm3327",5192
"Vmn2r-ps5",18159
"Gm38393",30915
"Gm43338",2222
"Gm13626",698
"Gm13021",9407
"Gm44940",1246
"1700034E13Rik",17524
"Gm14792",257
"Gm14426",642
"Olfr1343-ps1",913
"Gm39231",7219
"CT025753.1",470
"Gm44560",3114
"Gm48725",182
"Ppp4r3c-ps",2444
"Gm45246",366
"Snurf",9600
"Gm8996",409
"Gm8207",2160
"Syt8",5546
"4930540M03Rik",21367
"Ighv1-18",433
"Zfp212",12163
"Gm14794",191
"Bbox1",51863
"1810024B03Rik",21925
"Snhg14",667835
"AC156023.3",230854
"Gm7838",1188
"Olfr1342",5270
"Deup1",68069
"AC156023.1",791
"Gm19040",4725
"Gm37458",409
"Gm5881",366
"Gm38997",20580
"Gm6065",491
"AC156023.2",12485
"Gm44331",387
"Gm15692",345
"Gm44332",432
"Gm49202",336
"Gm45149",2171
"Gm49203",413
"Tmprss15",138089
"Gm17997",839
"Gm18813",1351
"Hpn",16565
"Max",24932
"Ceacam14",3030
"Gm29027",3235
"Shld2",73460
"Olfr1341",9915
"Hist1h1b",742
"Atg7",217517
"Gm38007",312
"Flg",20163
"C230057A21Rik",3490
"Gm10488",22848
"Gm7192",1136
"Gm37647",3142
"Olfr595-ps1",953
"Gm29817",171
"Gm42729",2929
"Mycs",2367
"Gm44620",2886
"Puf60",10742
"Gm42728",1551
"Gm5155",46837
"Olfr1416",9188
"Vmn2r4",32324
"2310040G07Rik",19390
"C030017G13Rik",2330
"Gm11335",3932
"Rplp0-ps1",932
"Gm6085",1469
"Gm37936",1321
"Mfsd3",2774
"Gm38177",1039
"Hist1h4h",469
"Nudt18",5051
"Gm5483",3899
"Gm37161",2696
"Trpv6",15781
"Cyp4b1-ps1",1679
"Gm45941",36192
"Oscar",6344
"Gm13026",23328
"Nckap5",917179
"Dnajb5",9611
"1110065P20Rik",2116
"Gm8971",348
"Hist1h3i",410
"Cryl1",123536
"Gm14046",508
"Kcnc3",14090
"Gm28313",1582
"Recql4",6995
"9130214F15Rik",1652
"Vmn2r-ps6",1404
"Gm44061",1194
"Gm13194",310
"Gm28314",344
"St6galnac4",12603
"Gm47218",1318
"Gm28315",3343
"Gm44581",3996
"Gm11227",470
"Mxd3",4655
"Hist1h2an",392
"Gm13193",224
"Auh",94562
"Gm11228",56024
"Gm28316",3239
"Gm44580",876
"Snrpn",157724
"Gm15466",332
"Mrps28",121772
"Vmn2r-ps7",1375
"Cntfr",39591
"Gm13192",207
"Gm10037",12929
"Gm20656",12128
"Gm3189",831
"Vmn2r-ps8",2301
"Gm11229",436
"Gm15467",444
"1700095K22Rik",1727
"1700047E10Rik",21630
"Maneal",6932
"Rps18-ps1",458
"Usp17ld",2768
"A130030D18Rik",16830
"Gm8212",5472
"Hist1h2bp",1752
"Sema3c",155987
"Gm49104",253
"Gm29717",385
"4930503E14Rik",50085
"Gm28760",735
"Yrdc",4563
"Ucma",9626
"Pitx1",11141
"Gm47201",463
"Tgs1",41744
"Ttll13",14445
"Olfr1340",9257
"Gm33022",367
"Unc79",235206
"Rab24",2203
"9530056K15Rik",2315
"Rdh8",7614
"Gm42504",3768
"Slc38a6",67270
"Cox6c2",230
"AC154188.1",3280
"Sh2d1b2",20859
"Grid2ip",34814
"Gm44832",2302
"Gm8876",1121
"B230364G03Rik",2085
"Gm21387",695
"Gm9435",876
"Gm16420",855
"Olfr955",6143
"Olfr1339",4731
"Gm8355",1940
"Gm5863",1007
"Jak3",14279
"Gje1",2591
"Mtf1",47696
"Gm6361",434
"Sh2d1b1",9449
"Ropn1l",12526
"Gm27000",841
"Gm14366",2295
"Cyp2c68",52220
"Gm21396",692
"Olfr1338",6762
"Gm6119",1205
"Gm14375",854
"Prelid1",4772
"Gm12224",13110
"Nmbr",65259
"Gm2053",630
"Gm6345",1690
"Gm43532",3815
"Nemp2",21216
"Gm6123",1068
"Gm19921",702
"Tex12",4506
"Olfr1337",950
"Gm47904",1350
"Gm44562",1346
"Ceacam11",6432
"Vmn2r5",21233
"A930001A20Rik",31526
"2810006K23Rik",13755
"Gm12855",512
"Zfp513",3322
"Gm7132",983
"Ube3a",82786
"Olfr1162",5209
"Bcl2l11",36509
"Gm29028",3346
"Gm28884",4085
"Slc3a2",16487
"Emc4",5016
"Gpr55",22689
"Cwf19l2",75644
"Gm49208",1163
"Olfr1163",2013
"Gm47077",4985
"Paqr7",13538
"Il18",27013
"4933407L21Rik",12141
"Acsl6",60958
"Gm15236",378
"Nxf2",20228
"Ceacam13",9332
"Ighv1-19-1",433
"Gm13675",528
"Gm7363",398
"Gm15928",279
"Gm15224",387
"Dynlt3",8736
"Mphosph9",77013
"Olfr1164",1111
"Gm14928",476
"Plekhn1",13401
"Gm15225",8000
"Gm21985",140005
"Smc1a",46266
"Ido2",44441
"Gm16433",1983
"Ighv1-19",487
"Dmrtb1",7940
"Mfhas1",91651
"Bco2",22094
"Ighv1-20",433
"Zfp956",11910
"Gtpbp10",22084
"Atp6v1c2",44638
"Gm38167",1177
"Ighv1-21-1",433
"0610040F04Rik",83895
"Gm16793",6469
"Olfr484",6758
"Gm5322",698
"Pygo1",26536
"Gm17055",2620
"Serpina3i",6250
"Olfr1243",5598
"Vegfc",109490
"Bhlhe40",6296
"Gm31294",2408
"Gm38359",2224
"Gm19587",544
"Gm15728",4359
"Gm5512",1521
"Gm37018",3868
"Gm4842",834
"Nox4",152614
"Ighv1-21",433
"Gm36560",22049
"1700015I17Rik",12289
"Gm10913",462
"Olfr1244-ps1",682
"Vmn1r170",914
"Zfp783",12742
"Ighv1-22",433
"Gm12251",791
"Vmn2r33",15819
"Gm12252",218
"Vcp",20544
"Gm47905",3333
"Hoxc13",7711
"Gm8241",815
"Gm18027",618
"Gm38185",693
"Olfr956-ps1",866
"Tcn2",14967
"Btbd35f7",1959
"Gm6842",389
"Ubl4b",1386
"Gm37395",696
"Gm4884",12583
"Gm3563",12915
"1810065E05Rik",4913
"Olfr44",12209
"Gm17107",552
"Gm37577",2734
"Vmn2r31",21452
"Lrriq4",27924
"Topbp1-ps2",188
"Uso1",64860
"Gm3012",8431
"BC048507",599
"Gm42701",1656
"Gm42702",4216
"Gm45172",1300
"Zmpste24",39004
"Sh3glb2",14528
"Gm17956",837
"Gm14373",2157
"Gm37922",454
"Gm43258",1949
"Tcf4",345723
"Vmn2r32",17922
"Golga1",49386
"Zcchc7",176338
"9530097N15Rik",1067
"Gm44839",400
"Arid2",117474
"Gm42700",2436
"Gm28061",806
"1700110I07Rik",29226
"Gm43256",3090
"Necab2",25921
"Dpysl3",117307
"C030032O16Rik",715
"Gm15267",463
"Gm42699",1656
"Vmn2r-ps36",23631
"Fbxw18",25966
"Gm43260",2429
"Lrrc34",23602
"Stk36",35449
"Gm47747",680
"Phtf1os",4045
"Olfr1335",1147
"Cgrrf1",22068
"Rbm5",30625
"Gm6356",8369
"Gm11885",1427
"Gm29488",2401
"Gm29487",255
"Magi3",207115
"Gm38262",1381
"Gm47749",591
"Lrrc8e",10643
"Srgap2",242101
"Tfpt",9605
"Gm37245",158891
"Gm47273",418
"Gm37857",1198
"Tchh",6747
"Cbr1",4652
"Vim",8899
"Atp9b",199917
"Gm43398",2741
"Hrnr",13821
"Gm20635",13018
"Gm35021",33342
"Gm35041",49577
"D6Ertd527e",8251
"Lair1",59802
"1700022I11Rik",14036
"Gm7969",4756
"Gm26553",8467
"Gm5759",810
"Gm13746",1315
"Platr30",13193
"Gm37913",2543
"Olfr1245",5041
"Rptn",5743
"Gm29204",3235
"Gm28944",1541
"Gm48949",667
"Adam10",101232
"St3gal1",73955
"Gm28943",614
"Olfr1415",7000
"Zbtb20",766721
"Gm18296",782
"Gm28946",695
"Vmn2r6",34520
"Gm42550",959
"Gm43340",1343
"Ksr2",361003
"Stk35",31770
"Gm43339",1605
"Gm5278",551
"Gm26688",7354
"Gm47061",2339
"Gm42511",233
"Tfap2a",23074
"Hist1h2bq",3585
"Vmn1r171",3648
"Olfr596",7134
"Ubr3",126767
"Cyp4a31",15366
"Ndufa3",2954
"Ceacam12",12057
"Gm12657",410
"Plaa",35730
"Gm19189",2136
"Akr1c18",18039
"Gm40055",4570
"Vmn2r-ps9",1381
"Gm48329",1551
"Psmc1",13251
"Gm18867",1178
"Gm26611",24543
"Gm2396",58348
"Tmppe",6171
"Hist1h2ao",479
"Gm15679",20854
"Olfr597",6484
"H2afy",62742
"A330008L17Rik",316796
"Dnmt3b",38280
"Glb1",73822
"Gm20657",8860
"Gm48338",245
"Gm17233",13501
"Vmn2r-ps10",2301
"Gm15680",109557
"Gm7834",436
"Gm42513",2118
"2210016F16Rik",5408
"Rb1",142149
"Olfr1246",7016
"Gm45297",3482
"Gm8688",1388
"2310026L22Rik",475
"Gm14452",1823
"Gm5388",1116
"Hist1h4m",401
"Gm14621",688
"Gm43040",557
"Cdh8",392000
"Gm49109",309
"Olfr598",6320
"Gm44613",112936
"Gm15710",635
"Gm3020",21185
"Gm8220",5488
"Gm21489",26026
"Gm9512",496
"Igfl3",5368
"Gm14451",1820
"Gm49111",217
"9330162G02Rik",30941
"Gm8224",2217
"Gm14448",209
"Gm6532",558
"Gm12316",1999
"Gm5537",1251
"Fbxl8",4678
"Gm49110",230
"Olfr1414",12295
"Gm32857",89294
"Gm20043",37476
"Gm45082",600
"Gm44721",471
"Vmn2r7",159721
"Psmd14",88682
"Gm37144",1149
"Mink1",51602
"Apba2",252172
"Pdia6",18225
"Gm18908",1482
"Mrpl15",12533
"Tbrg4",10469
"Gm44830",583
"4921539H07Rik",50563
"Gm44831",2988
"A230103L15Rik",3871
"1700007F19Rik",22100
"Eif5al3-ps",446
"Crkl",35447
"Gm45553",506
"Gm43531",1113
"Gm21832",690
"Gm44559",1011
"AC172892.1",11135
"Gm26939",211880
"4930477E14Rik",864
"Olfr599",3647
"Vmn2r-ps11",29687
"Ass1",50465
"Gm21573",690
"Vmn2r-ps12",896
"Gm11880",398
"Gm26654",567
"Gm11882",505
"Olfr600",6187
"Pafah1b1-ps1",1542
"Gm7642",1808
"Hist1h4n",429
"Csf2rb2",23214
"Rimkla",27345
"Gm28179",4221
"Hypm",580
"Scaf1",13415
"5330439A09Rik",32437
"Asb5",58262
"Gm43627",2298
"Fam114a1",71815
"Gm28196",639
"Ccdc183",9043
"Gm21960",451
"Gm5630",899
"Zmynd12",44630
"Gm42696",1141
"Ppp1r2-ps9",881
"Gm47067",1453
"Insl3",1361
"Tgm3",38050
"Gm9637",872
"Lpar6",5399
"Spata4",9317
"Gm5678",2354
"Gli3",266791
"Hoxc12",1852
"Phtf1",56488
"Gm33474",7206
"Comtd1",3122
"Spata46",3322
"Fcnaos",23869
"Tmco2",3575
"Armc3",110939
